Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,run_center (run),run_machine_id (run),AssemblyName,source_of_DNA,read_mask (run)
SRR035139,WGS,269,172865990,PRJNA36679,SAMN00014262,428739185,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX01070128,,,
SRR035140,WGS,269,162503094,PRJNA36679,SAMN00014262,403248130,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX09070240,,,
SRR035141,WGS,272,112821287,PRJNA36679,SAMN00014262,284571135,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX01070124,,,
SRR035142,WGS,268,136500116,PRJNA36679,SAMN00014262,336867324,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX09070238,,,
SRR035143,WGS,270,94428615,PRJNA36679,SAMN00014262,234695826,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX09070242,,,
SRR035144,WGS,270,174246959,PRJNA36679,SAMN00014262,433225191,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX08070217,,,
SRR035145,WGS,269,155048442,PRJNA36679,SAMN00014262,383205606,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016300,454 GS FLX,4WG_DMEL.BN_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-28T00:00:00Z,BCM-DGRP852,SRP000694,DGRP-852,BCM,FLX08070217,,,
SRR035232,WGS,534,390301819,PRJNA36679,SAMN00014242,886672619,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016339,454 GS FLX Titanium,4WG_DMEL.BA_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-03T00:00:00Z,BCM-DGRP639,SRP000694,DGRP-639,BCM,FLX10070257,,,
SRR035233,WGS,540,745078427,PRJNA36679,SAMN00014242,1657647282,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016339,454 GS FLX Titanium,4WG_DMEL.BA_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-03T00:00:00Z,BCM-DGRP639,SRP000694,DGRP-639,BCM,FLX09070240,,,
SRR035234,WGS,564,718626877,PRJNA36679,SAMN00014242,1584863128,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016339,454 GS FLX Titanium,4WG_DMEL.BA_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-03T00:00:00Z,BCM-DGRP639,SRP000694,DGRP-639,BCM,FLX01070124,,,
SRR035235,WGS,549,720076781,PRJNA36679,SAMN00014242,1638911176,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016339,454 GS FLX Titanium,4WG_DMEL.BA_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-03T00:00:00Z,BCM-DGRP639,SRP000694,DGRP-639,BCM,FLX10070254,,,
SRR035236,WGS,530,647961610,PRJNA36679,SAMN00014242,1455569396,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016339,454 GS FLX Titanium,4WG_DMEL.BA_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-02-03T00:00:00Z,BCM-DGRP639,SRP000694,DGRP-639,BCM,FLX10070257,,,
SRR018292,WGS,90,1101746700,PRJNA36679,SAMN00014235,754924018,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006151,Illumina Genome Analyzer,IWG_DGRP.391_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2009-07-13T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,,,,
SRR018293,WGS,90,768973050,PRJNA36679,SAMN00014235,525926565,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006151,Illumina Genome Analyzer,IWG_DGRP.391_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2009-07-13T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,,,,
SRR018294,WGS,150,1419558000,PRJNA36679,SAMN00014235,867695628,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006152,Illumina Genome Analyzer,IWG_DGRP.391_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2009-09-25T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,,,,
SRR018305,WGS,150,1777364250,PRJNA36679,SAMN00014240,1085870139,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006158,Illumina Genome Analyzer,IWG_DGRP.DMEL.AX_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2009-07-17T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,,,,
SRR018306,WGS,150,1676555100,PRJNA36679,SAMN00014240,1000624559,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006158,Illumina Genome Analyzer,IWG_DGRP.DMEL.AX_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2009-07-17T00:00:00Z,BCM-DGRP514,SRP000694,DGRP-514,BCM,,,,
SRR048925,WGS,150,2951347200,PRJNA36679,SAMN00013679,2089845968,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX020762,Illumina Genome Analyzer II,IWG_DGRP.176_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-06-11T00:00:00Z,BCM-DGRP176,SRP000694,DGRP-176,,,,,
SRR048926,WGS,150,3048417300,PRJNA36679,SAMN00013679,2205797061,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX020763,Illumina Genome Analyzer II,IWG_DGRP.176_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-05-22T00:00:00Z,BCM-DGRP176,SRP000694,DGRP-176,,,,,
SRR049811,WGS,190,3800472340,PRJNA36679,SAMN00013950,2647034721,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021057,Illumina Genome Analyzer II,IWG_DGRP.272_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-05-24T00:00:00Z,BCM-DGRP272,SRP000694,DGRP-272,,,,,
SRR051592,WGS,150,1477089750,PRJNA36679,SAMN00014019,1034968406,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021252,Illumina Genome Analyzer II,IWG_DGRP.398_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-06-11T00:00:00Z,BCM-DGRP398,SRP000694,DGRP-398,,,,,
SRR051593,WGS,150,1497797400,PRJNA36679,SAMN00014019,1049010969,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021252,Illumina Genome Analyzer II,IWG_DGRP.398_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-06-11T00:00:00Z,BCM-DGRP398,SRP000694,DGRP-398,,,,,
SRR051594,WGS,190,5503551210,PRJNA36679,SAMN00013987,2892763103,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021253,Illumina Genome Analyzer II,IWG_DGRP.378_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-05-25T00:00:00Z,BCM-DGRP378,SRP000694,DGRP-378,,,,,
SRR051896,WGS,150,3103097550,PRJNA36679,SAMN00014036,2204343882,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021294,Illumina Genome Analyzer II,IWG_DGRP.554_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-05-26T00:00:00Z,BCM-DGRP554,SRP000694,DGRP-554,,,,,
SRR051905,WGS,150,2389127700,PRJNA36679,SAMN00014044,1709816501,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021330,Illumina Genome Analyzer II,IWG_DGRP.591_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-05-26T00:00:00Z,BCM-DGRP591,SRP000694,DGRP-591,,,,,
SRR060062,WGS,190,3170568190,PRJNA36679,SAMN00017018,2064500148,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023428,Illumina Genome Analyzer II,IWG_DGRP.393_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-07-15T00:00:00Z,BCM-DGRP393,SRP000694,DGRP-393,,,,,
SRR060098,WGS,190,3602503930,PRJNA36679,SAMN00014235,2355483737,BCM,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023452,Illumina Genome Analyzer II,IWG_DGRP.391_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2010-07-15T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,,,,,
SRR034239,WGS,540,768240270,PRJNA36679,SAMN00014226,1708372279,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015853,454 GS FLX Titanium,4WG_DMEL.AA_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP208,SRP000694,DGRP-208,BCM,FLX08070217,,,
SRR034240,WGS,546,600564251,PRJNA36679,SAMN00014226,1355770278,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015853,454 GS FLX Titanium,4WG_DMEL.AA_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP208,SRP000694,DGRP-208,BCM,FLX10070257,,,
SRR034241,WGS,576,726600836,PRJNA36679,SAMN00014226,1614172243,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015853,454 GS FLX Titanium,4WG_DMEL.AA_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP208,SRP000694,DGRP-208,BCM,FLX09070242,,,
SRR034242,WGS,546,603710072,PRJNA36679,SAMN00014226,1345708554,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015853,454 GS FLX Titanium,4WG_DMEL.AA_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP208,SRP000694,DGRP-208,BCM,FLX01070128,,,
SRR034243,WGS,540,699675503,PRJNA36679,SAMN00014226,1560378594,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015853,454 GS FLX Titanium,4WG_DMEL.AA_001sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP208,SRP000694,DGRP-208,BCM,FLX09070240,,,
SRR034244,WGS,562,669724234,PRJNA36679,SAMN00014229,1491447852,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015854,454 GS FLX Titanium,4WG_DMEL.AD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,BCM,FLX11080445,,,
SRR034245,WGS,544,691044480,PRJNA36679,SAMN00014229,1558291224,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015854,454 GS FLX Titanium,4WG_DMEL.AD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,BCM,FLX10070254,,,
SRR034246,WGS,542,625406221,PRJNA36679,SAMN00014229,1409871542,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015854,454 GS FLX Titanium,4WG_DMEL.AD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,BCM,FLX10070252,,,
SRR034247,WGS,540,752428391,PRJNA36679,SAMN00014229,1698343668,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015854,454 GS FLX Titanium,4WG_DMEL.AD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,BCM,FLX10070257,,,
SRR034248,WGS,557,327336276,PRJNA36679,SAMN00014229,728934104,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015854,454 GS FLX Titanium,4WG_DMEL.AD_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-31T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,BCM,FLX09070242,,,
SRR034259,WGS,533,734887499,PRJNA36679,SAMN00014231,1649388284,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015859,454 GS FLX Titanium,4WG_DMEL.31_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,BCM,FLX01070124,,,
SRR034260,WGS,525,370509647,PRJNA36679,SAMN00014231,835540144,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015859,454 GS FLX Titanium,4WG_DMEL.31_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,BCM,FLX08070217,,,
SRR034261,WGS,537,609392353,PRJNA36679,SAMN00014231,1372918325,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015859,454 GS FLX Titanium,4WG_DMEL.31_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,BCM,FLX10070252,,,
SRR034262,WGS,529,643201836,PRJNA36679,SAMN00014231,1448970132,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015859,454 GS FLX Titanium,4WG_DMEL.31_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,BCM,FLX09070238,,,
SRR034263,WGS,528,649234871,PRJNA36679,SAMN00014231,1470919133,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015859,454 GS FLX Titanium,4WG_DMEL.31_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,BCM,FLX09070238,,,
SRR034269,WGS,549,720085856,PRJNA36679,SAMN00014233,1632739172,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015861,454 GS FLX Titanium,4WG_DMEL.35_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP357,SRP000694,DGRP-357,BCM,FLX08070217,,,
SRR034270,WGS,548,296774854,PRJNA36679,SAMN00014233,668917100,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015861,454 GS FLX Titanium,4WG_DMEL.35_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP357,SRP000694,DGRP-357,BCM,FLX10070257,,,
SRR034271,WGS,544,662311041,PRJNA36679,SAMN00014233,1499866483,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015861,454 GS FLX Titanium,4WG_DMEL.35_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP357,SRP000694,DGRP-357,BCM,FLX10070257,,,
SRR034272,WGS,565,635504894,PRJNA36679,SAMN00014233,1422887402,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015861,454 GS FLX Titanium,4WG_DMEL.35_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP357,SRP000694,DGRP-357,BCM,FLX10070252,,,
SRR034273,WGS,542,686932044,PRJNA36679,SAMN00014233,1560687640,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015861,454 GS FLX Titanium,4WG_DMEL.35_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP357,SRP000694,DGRP-357,BCM,FLX08070217,,,
SRR034284,WGS,528,653731192,PRJNA36679,SAMN00014234,1481354690,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015864,454 GS FLX Titanium,4WG_DMEL.AP_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP375,SRP000694,DGRP-375,BCM,FLX01070124,,,
SRR034285,WGS,523,663024433,PRJNA36679,SAMN00014234,1499778887,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015864,454 GS FLX Titanium,4WG_DMEL.AP_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP375,SRP000694,DGRP-375,BCM,FLX01070124,,,
SRR034286,WGS,539,674122234,PRJNA36679,SAMN00014234,1534487429,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015864,454 GS FLX Titanium,4WG_DMEL.AP_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP375,SRP000694,DGRP-375,BCM,FLX01070128,,,
SRR034287,WGS,535,713706320,PRJNA36679,SAMN00014234,1644271627,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015864,454 GS FLX Titanium,4WG_DMEL.AP_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP375,SRP000694,DGRP-375,BCM,FLX10070254,,,
SRR034288,WGS,540,305951168,PRJNA36679,SAMN00014234,705543437,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015864,454 GS FLX Titanium,4WG_DMEL.AP_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP375,SRP000694,DGRP-375,BCM,FLX01070124,,,
SRR034299,WGS,517,706529497,PRJNA36679,SAMN00014235,1616482786,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015867,454 GS FLX Titanium,4WG_DMEL.39_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,FLX01070124,,,
SRR034300,WGS,524,347763376,PRJNA36679,SAMN00014235,785202882,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015867,454 GS FLX Titanium,4WG_DMEL.39_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,FLX01070124,,,
SRR034301,WGS,559,779234643,PRJNA36679,SAMN00014235,1760963436,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015867,454 GS FLX Titanium,4WG_DMEL.39_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,FLX09070242,,,
SRR034302,WGS,516,669509987,PRJNA36679,SAMN00014235,1539192791,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015867,454 GS FLX Titanium,4WG_DMEL.39_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,FLX01070128,,,
SRR034303,WGS,521,643167959,PRJNA36679,SAMN00014235,1472936399,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015867,454 GS FLX Titanium,4WG_DMEL.39_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP391,SRP000694,DGRP-391,BCM,FLX09070238,,,
SRR034304,WGS,568,745896262,PRJNA36679,SAMN00014236,1674554613,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015868,454 GS FLX Titanium,4WG_DMEL.3A_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP399,SRP000694,DGRP-399,BCM,FLX01070128,,,
SRR034305,WGS,547,598773174,PRJNA36679,SAMN00014236,1347342375,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015868,454 GS FLX Titanium,4WG_DMEL.3A_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP399,SRP000694,DGRP-399,BCM,FLX01070124,,,
SRR034306,WGS,542,633788721,PRJNA36679,SAMN00014236,1427200137,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015868,454 GS FLX Titanium,4WG_DMEL.3A_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP399,SRP000694,DGRP-399,BCM,FLX10070254,,,
SRR034307,WGS,550,632774981,PRJNA36679,SAMN00014236,1422315919,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015868,454 GS FLX Titanium,4WG_DMEL.3A_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP399,SRP000694,DGRP-399,BCM,FLX01070124,,,
SRR034308,WGS,556,604217374,PRJNA36679,SAMN00014236,1348425361,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX015868,454 GS FLX Titanium,4WG_DMEL.3A_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-21T00:00:00Z,BCM-DGRP399,SRP000694,DGRP-399,BCM,FLX08070217,,,
SRR034495,WGS,537,695491396,PRJNA36679,SAMN00014237,1552952975,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016041,454 GS FLX Titanium,4WG_DMEL.42_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP427,SRP000694,DGRP-427,BCM,FLX02090497,,,
SRR034496,WGS,531,627786670,PRJNA36679,SAMN00014237,1413093995,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016041,454 GS FLX Titanium,4WG_DMEL.42_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP427,SRP000694,DGRP-427,BCM,FLX02090497,,,
SRR034497,WGS,536,712351323,PRJNA36679,SAMN00014237,1624120929,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016041,454 GS FLX Titanium,4WG_DMEL.42_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP427,SRP000694,DGRP-427,BCM,FLX10070252,,,
SRR034498,WGS,634,687426577,PRJNA36679,SAMN00014237,1466953612,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016041,454 GS FLX Titanium,4WG_DMEL.42_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP427,SRP000694,DGRP-427,BCM,FLX10070257,,,
SRR034499,WGS,537,553135884,PRJNA36679,SAMN00014237,1243560434,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016041,454 GS FLX Titanium,4WG_DMEL.42_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP427,SRP000694,DGRP-427,BCM,FLX10070257,,,
SRR034500,WGS,549,766812716,PRJNA36679,SAMN00014238,1730955717,BCM,public,"sff,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX016042,454 GS FLX Titanium,4WG_DMEL.43_000sA,SINGLE,RANDOM,GENOMIC,Drosophila melanogaster,LS454,2010-01-22T00:00:00Z,BCM-DGRP437,SRP000694,DGRP-437,BCM,FLX10070254,,,
